Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Pizza [8 inches],,5,199
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Pizza [8 inches],BESTSELLER,48,199
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Burger,,17,115
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Burger,,7,115
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Zinger Burger,,22,125
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Cheese Veg Sandwich,,0,105
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Grilled Veg Sandwich,,0,105
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Barbeque Sandwich,,0,115
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Tandoori Sandwich,,29,115
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Double Decker Sandwich,,7,145
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Special Zinger Tortilla Wrap,CHEF'S SPECIAL,27,165
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Special Fish Tortilla Wrap,CHEF'S SPECIAL,0,165
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Kebab Wrap,,14,159
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Rumali Shawarma,BESTSELLER,45,129
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Bread Samoli Shawarma,,31,129
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Shawarma,,5,129
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Nuggets [6 Pieces],,24,115
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Chicken Popcorn [20 Pieces],BESTSELLER,59,165
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,Veg Bread Samoli,,0,105
Doner King,3.9,4.2,39,0,Fast Food,Malakpet, Hyderabad,French Fries,,16,175
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,184,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,183,299
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,103,349
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,62,279
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,42,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Churro Bombs,,27,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Pinto Bean,,86,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,27,129
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Veg,,43,259
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,18,209
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,49,189
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Chicken,,139,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,19,378
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,8,189
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,16,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco,,0,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Nachos Cheese dip,,19,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Seasoned Nachos,,42,139
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito - Veg,,10,115
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Chicken Quesadilla,,0,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,6,70
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cinnamon Twist,,23,59
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Spicy salsa dip,,11,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Chocolate Sauce,,5,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Taco Tuesday Non-Veg,,0,129
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Taco Tuesday Veg,,0,129
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Veg,BESTSELLER,183,299
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Max Box Veg,,0,399
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco Meal,,0,378
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Hot & Cheesy Crunchwrap Meal - Veg,,0,344
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito Meal-Veg,,0,388
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco Veg Meal,,0,314
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla - Veg,,6,334
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl Meal Veg,,0,318
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Meal - Veg,,0,308
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco Meal - Veg,,0,388
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Meal - Veg,,0,244
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Big Bell Box - Non Veg,BESTSELLER,103,349
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Max Box Non-Veg,,0,449
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco Meal,BESTSELLER,19,378
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito Meal - Non Veg,,0,408
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Hot & Cheesy Crunchwrap Meal - Non Veg,,0,364
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco Meal - Non Veg,,0,324
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl Meal Non-Veg,,0,338
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Meal - Non-Veg,,0,328
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla Meal - Non Veg,,0,354
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco Meal - Non Veg,,0,378
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Meal - Non Veg,,0,264
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Veggie Taco,,0,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Taco,BESTSELLER,184,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Chicken,,139,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Pinto Bean,,86,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crunchy Taco Mexican Paneer,,17,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Paneer,BESTSELLER,42,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Soft Crispy Chicken Taco,,0,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Soft Taco Mexican Chicken,,5,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Veg,,43,259
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Veg,,0,179
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito - Veg,,10,115
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Layer Burrito - Non veg,BESTSELLER,62,279
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Burrito Supreme Non Veg,,0,199
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Sriracha Burrito Non Veg,,0,135
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco - Veg,,5,219
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Chalupa - Pinto Bean (Veg),,5,185
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco (Veg),,5,185
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Stuft Taco - Non Veg,,0,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chalupa Taco (Non Veg),,0,195
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla - Veg,,6,205
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Melted Cheese Quesadilla- Non Veg,,0,225
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Hot and Crispy Crunch Wrap Veg,,5,215
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Hot and Crispy Crunch Chicken Wrap,,9,235
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Veg,BESTSELLER,8,189
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Ultimate Rice Bowl - Non Veg,BESTSELLER,18,209
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Potato Taco,,0,79
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Potato Wrap,,0,79
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheese Quesadilla Veg,,0,69
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chicken Wrap,,9,99
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Chicken Quesadilla,,0,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Seasoned Fries,,13,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Seasoned Nachos & Salsa,,0,119
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Fries,BESTSELLER,27,129
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cheesy Seasoned Nachos,,42,139
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Crispy Chicken Strips,,0,249
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Naked Chicken Nachos,BESTSELLER,49,189
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Churro Bombs,,27,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Cinnamon Twist,,23,59
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Churros & Chocolate Regular,BESTSELLER,16,109
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Pepsi Pet,,5,57
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Mirinda Pet,,0,57
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Mountain Dew Pet,,0,57
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,7 Up,,0,57
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Aquavess,,0,28.57
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Guacamole,BESTSELLER,6,70
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Nachos Cheese dip,,19,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Spicy salsa dip,,11,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Chocolate Sauce,,5,40
Taco Bell,4.3,3.7,117,0,Wraps,The Next Galleria Mall, Hyderabad,Lava Sauce,,0,40
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Pineapple Cake,,0,500
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Black Forest Cake,,0,550
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Cake,,0,700
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Cake,,5,550
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Pineapple Pastry,,0,90
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Pastry,,0,110
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Black Forest Pastry,,0,100
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Pastry,,0,90
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Truffle Pastry,,5,125
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Panda Vanilla Pastry,,0,115
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Pastry,,0,110
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Paneer Puff,,6,40
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Veg Puff,,17,25
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Pineapple Cake,,0,500
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Cake,,5,550
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Black Forest Cake,,0,550
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Cake,,0,700
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Cake,,0,600
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Cake,,0,600
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Rasmalai Cake,,0,725
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Blueberry Cake,,0,650
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Pista Cake,,0,675
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate KitKat Cake,,0,1800
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Rasmalai Tin Cake,,0,800
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Tin Cake,BESTSELLER,0,800
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Pineapple Pastry,,0,90
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Butterscotch Pastry,,0,90
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Black Forest Pastry,,0,100
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Truffle Pastry,,5,125
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Chocolate Pastry,,0,110
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Panda Vanilla Pastry,,0,115
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Red Velvet Pastry,,0,125
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Choco Chip Pastry,,0,110
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Veg Puff,,17,25
BrownBear,3.6,4,239,0,Fast Food,Himayath Nagar, Hyderabad,Paneer Puff,,6,40
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Biryani,BESTSELLER,609,230
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani,MUST TRY,168,300
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Kheema Biryani,MUST TRY,66,340
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Paneer Butter Masala,MUST TRY,63,240
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani,BESTSELLER,368,280
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani Family Pack,MUST TRY,180,580
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Pepper Chicken,BESTSELLER,151,220
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Mixed Fried Rice,MUST TRY,78,260
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Biryani Non-Veg,MUST TRY,79,370
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Drum Stick,BESTSELLER,90,310
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Murgh Majestic,MUST TRY,58,310
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken 65,BESTSELLER,103,305
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Rice Bowl,,73,210
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Manchurian,MUST TRY,46,230
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Prawns Biryani,MUST TRY,32,350
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Biryani Family Pack,MUST TRY,48,410
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Egg Biryani,,82,250
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Spring Roll,,33,245
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Tandoori Chicken,,17,260
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Biryani,BESTSELLER,99,250
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Mutton Biryani Family Pack,BESTSELLER,58,600
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Biryani Family Pack,,49,550
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Egg Fried Rice,,37,220
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Loose Prawns,,20,350
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Apollo Fish,,36,350
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Fried Rice,BESTSELLER,72,240
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Fried Rice,,58,210
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Mixed Soft Noodles,,37,260
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Tandori Chicken,,28,365
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Fish Biryani,,13,350
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Vegetable Bullet,,5,230
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Mutton Rice Bowl,,18,230
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Prawns Biryani Family Pack,,0,580
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Chicken Spring roll,,5,265
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Crystal Special Chicken,,26,280
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Fish Biryani Family Pack,,0,580
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Paneer 65,,28,260
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Mushroom Biryani Family Pack,,7,425
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Andhra Chicken,,18,330
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Crystal Special Mutton + Special Mutton Biryani,,0,650
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani + Chicken Drum Stick,,10,600
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani + Chicken Majestic,,0,600
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken biryani + Chicken Mongolia,,0,600
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Special Chicken Biryani + Hongkong Chicken,,0,600
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Tomato Soup,,10,115
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Hot & Sour Soup,,6,105
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,VEG Corn Soup,,0,105
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Clear Soup,,0,105
Crystal Restaurant & Bar,4.2,3.9,697,0,Biryani,Nallakunta, Hyderabad,Veg Noodle Soup,,0,105
