review_id,category,rating
122,Home,5
123,Home,5
124,Home,3
125,Beauty,5
126,Home,5
127,Clothing,5
128,Clothing,2
129,Beauty,2
130,Clothing,2
131,Electronics,5
132,Home,4
133,Electronics,2
134,Home,5
135,Electronics,2
136,Home,4
137,Electronics,3
138,Clothing,5
139,Clothing,2
140,Clothing,5
141,Clothing,1
142,Home,3
143,Home,4
144,Beauty,5
145,Beauty,4
146,Clothing,2
147,Beauty,5
148,Beauty,4
149,Home,5
150,Beauty,4
151,Clothing,4
152,Beauty,4
153,Clothing,5
154,Electronics,3
155,Home,3
156,Electronics,4
157,Electronics,3
158,Beauty,4
159,Home,5
160,Beauty,3
161,Electronics,3
162,Electronics,4
163,Beauty,3
164,Beauty,5
165,Home,3
166,Beauty,4
167,Clothing,5
168,Home,5
169,Home,5
170,Clothing,5
171,Clothing,1
172,Home,4
173,Electronics,5
174,Electronics,3
175,Electronics,1
176,Beauty,5
177,Electronics,5
178,Beauty,1
179,Home,5
180,Home,5
181,Electronics,2
182,Clothing,5
183,Home,3
184,Home,5
185,Electronics,4
186,Electronics,3
187,Home,5
188,Home,5
189,Electronics,1
190,Clothing,5
191,Home,2
192,Beauty,4
193,Clothing,5
194,Home,5
195,Clothing,4
196,Beauty,4
197,Clothing,5
198,Clothing,5
199,Clothing,5
200,Clothing,5
201,Beauty,2
202,Clothing,3
203,Home,5
204,Beauty,4
205,Electronics,4
206,Electronics,5
207,Clothing,1
208,Home,2
209,Electronics,3
210,Beauty,3
211,Clothing,4
212,Clothing,4
213,Beauty,1
214,Electronics,2
215,Beauty,4
216,Clothing,5
217,Beauty,5
218,Electronics,4
219,Electronics,2
220,Beauty,4
221,Beauty,5
222,Beauty,4
223,Clothing,3
224,Beauty,4
225,Clothing,5
226,Clothing,3
227,Clothing,5
228,Electronics,5
229,Beauty,5
230,Electronics,1
231,Beauty,3
232,Beauty,5
233,Home,1
234,Electronics,5
235,Beauty,3
236,Electronics,4
237,Beauty,2
238,Electronics,3
239,Electronics,1
240,Home,4
241,Beauty,1
242,Beauty,4
243,Clothing,3
244,Home,1
245,Home,5
246,Home,4
247,Electronics,3
248,Electronics,4
249,Electronics,5
250,Beauty,4
251,Home,1
252,Clothing,4
253,Electronics,1
254,Electronics,2
255,Beauty,5
256,Home,1
257,Home,2
258,Home,5
259,Clothing,1
260,Clothing,1
261,Home,3
262,Home,1
263,Beauty,5
264,Clothing,3
265,Clothing,5
266,Beauty,4
267,Home,3
268,Beauty,4
269,Electronics,3
270,Beauty,5
271,Home,3
272,Clothing,3
273,Home,4
274,Clothing,5
275,Home,5
276,Clothing,3
277,Electronics,5
278,Clothing,5
279,Home,5
280,Electronics,3
281,Electronics,1
282,Beauty,3
283,Home,1
284,Clothing,5
285,Electronics,3
286,Beauty,1
287,Clothing,4
288,Home,3
289,Home,5
290,Home,5
291,Electronics,5
292,Electronics,3
293,Clothing,4
294,Electronics,3
295,Clothing,3
296,Electronics,3
297,Beauty,3
298,Electronics,5
299,Home,5
300,Clothing,4
301,Electronics,3
302,Clothing,4
303,Clothing,5
304,Home,5
305,Home,5
306,Home,3
307,Electronics,5
308,Electronics,5
309,Electronics,1
310,Beauty,5
311,Electronics,5
312,Home,5
313,Beauty,5
314,Beauty,5
315,Electronics,5
316,Beauty,2
317,Clothing,5
318,Clothing,3
319,Clothing,3
320,Clothing,5
321,Beauty,4
322,Clothing,4
323,Beauty,3
324,Electronics,4
325,Beauty,4
326,Electronics,4
327,Home,5
328,Beauty,2
329,Home,3
330,Electronics,4
331,Electronics,5
332,Electronics,5
333,Home,2
334,Clothing,3
335,Home,5
336,Electronics,5
337,Beauty,5
338,Clothing,4
339,Clothing,5
340,Clothing,4
341,Home,3
342,Home,5
343,Home,2
344,Electronics,2
345,Home,3
346,Home,3
347,Electronics,5
348,Beauty,3
349,Home,4
350,Clothing,5
351,Clothing,4
352,Beauty,1
353,Beauty,4
354,Home,4
355,Beauty,1
356,Electronics,5
357,Beauty,4
358,Clothing,4
359,Beauty,3
360,Clothing,3
361,Beauty,5
362,Home,4
363,Beauty,1
364,Beauty,5
365,Clothing,5
366,Home,4
367,Electronics,4
368,Home,5
369,Home,4
370,Electronics,4
371,Clothing,5
372,Clothing,5
373,Clothing,5
374,Electronics,4
375,Electronics,5
376,Beauty,5
377,Clothing,4
378,Home,3
379,Clothing,3
380,Electronics,2
381,Electronics,5
382,Home,4
383,Electronics,1
384,Electronics,4
385,Beauty,2
386,Home,4
387,Electronics,3
388,Electronics,3
389,Beauty,5
390,Clothing,3
391,Clothing,2
392,Home,5
393,Electronics,5
394,Beauty,1
395,Home,3
396,Beauty,5
397,Electronics,2
398,Electronics,3
399,Home,4
400,Beauty,3
401,Beauty,3
402,Clothing,2
403,Electronics,3
404,Clothing,2
405,Clothing,1
406,Beauty,5
407,Home,1
408,Beauty,4
409,Beauty,4
410,Electronics,5
411,Clothing,2
412,Beauty,4
413,Electronics,1
414,Electronics,1
415,Beauty,5
416,Beauty,3
417,Home,4
418,Beauty,3
419,Clothing,3
420,Home,3
421,Beauty,4
422,Beauty,5
423,Clothing,4
424,Home,4
425,Beauty,4
426,Clothing,4
427,Clothing,5
428,Clothing,3
429,Electronics,5
430,Home,4
431,Clothing,4
432,Clothing,3
433,Clothing,3
434,Beauty,5
435,Home,5
436,Beauty,4
437,Home,3
438,Clothing,5
439,Electronics,5
440,Beauty,4
441,Beauty,5
442,Clothing,2
443,Clothing,3
444,Home,5
445,Clothing,3
446,Electronics,4
447,Electronics,1
448,Home,4
449,Electronics,1
450,Home,5
451,Beauty,1
452,Clothing,3
453,Clothing,1
454,Home,3
455,Electronics,3
456,Electronics,2
457,Clothing,1
458,Home,1
459,Clothing,3
460,Beauty,5
461,Electronics,2
462,Clothing,5
463,Home,5
464,Beauty,3
465,Clothing,4
466,Home,5
467,Clothing,1
468,Home,1
469,Electronics,4
470,Electronics,2
471,Electronics,4
472,Clothing,4
473,Electronics,5
474,Electronics,4
475,Beauty,4
476,Clothing,5
477,Home,5
478,Clothing,1
479,Beauty,5
480,Beauty,5
481,Beauty,3
482,Home,5
483,Home,4
484,Clothing,4
485,Beauty,4
486,Beauty,4
487,Home,2
488,Beauty,5
489,Electronics,4
490,Home,4
491,Electronics,3
492,Clothing,5
493,Clothing,1
494,Electronics,5
495,Electronics,2
496,Home,3
497,Beauty,5
498,Electronics,2
499,Home,2
500,Electronics,3
501,Home,1
502,Home,4
503,Clothing,4
504,Clothing,4
505,Home,3
506,Clothing,4
507,Beauty,4
508,Electronics,4
509,Electronics,5
510,Clothing,5
511,Electronics,2
512,Home,2
513,Beauty,3
514,Electronics,1
515,Beauty,1
516,Electronics,3
517,Clothing,5
518,Beauty,2
519,Electronics,4
520,Home,3
521,Beauty,5
522,Beauty,3
523,Clothing,5
524,Clothing,3
525,Home,5
526,Electronics,5
527,Home,3
528,Home,5
529,Home,4
530,Home,2
531,Electronics,3
532,Electronics,1
533,Electronics,5
534,Beauty,2
535,Home,2
536,Clothing,3
537,Home,3
538,Clothing,3
539,Beauty,4
540,Home,1
541,Home,4
542,Home,4
543,Clothing,5
544,Clothing,1
545,Clothing,5
546,Beauty,1
547,Home,5
548,Beauty,5
549,Beauty,1
550,Home,4
551,Clothing,4
552,Clothing,1
553,Beauty,3
554,Beauty,5
555,Home,5
556,Beauty,4
557,Electronics,5
558,Electronics,3
559,Electronics,4
560,Home,4
561,Home,4
562,Beauty,3
563,Home,5
564,Beauty,2
565,Beauty,4
566,Electronics,5
567,Beauty,4
568,Beauty,2
569,Electronics,5
570,Clothing,4
571,Beauty,3
572,Beauty,3
573,Beauty,1
574,Beauty,4
575,Beauty,3
576,Home,2
577,Beauty,4
578,Electronics,2
579,Electronics,5
580,Clothing,4
581,Electronics,5
582,Clothing,3
583,Home,5
584,Beauty,4
585,Electronics,5
586,Electronics,2
587,Clothing,3
588,Clothing,4
589,Clothing,5
590,Clothing,4
591,Beauty,4
592,Clothing,3
593,Electronics,4
594,Home,4
595,Beauty,5
596,Clothing,3
597,Home,2
598,Beauty,4
599,Beauty,5
600,Clothing,4
601,Electronics,2
602,Electronics,5
603,Electronics,4
604,Home,2
605,Electronics,5
606,Home,5
607,Beauty,4
608,Electronics,5
609,Home,2
610,Home,4
611,Clothing,4
612,Beauty,3
613,Electronics,4
614,Electronics,5
615,Clothing,5
616,Electronics,2
617,Beauty,5
618,Electronics,3
619,Beauty,3
620,Electronics,3
621,Clothing,4
622,Home,1
623,Home,5
624,Electronics,4
625,Beauty,2
626,Clothing,4
627,Beauty,4
628,Beauty,5
629,Beauty,5
630,Beauty,5
631,Beauty,1
632,Clothing,4
633,Electronics,5
634,Clothing,3
635,Beauty,1
636,Home,1
637,Clothing,2
638,Home,5
639,Clothing,4
640,Beauty,5
641,Clothing,5
642,Beauty,4
643,Home,4
644,Home,3
645,Home,5
646,Electronics,5
647,Electronics,4
648,Beauty,4
649,Clothing,3
650,Beauty,3
651,Electronics,4
652,Electronics,1
653,Home,4
654,Home,2
655,Home,1
656,Home,5
657,Electronics,4
658,Home,4
659,Electronics,5
660,Electronics,5
661,Beauty,5
662,Beauty,5
663,Home,4
664,Electronics,4
665,Beauty,1
666,Home,4
667,Home,5
668,Electronics,4
669,Beauty,3
670,Beauty,3
671,Clothing,4
672,Home,4
673,Beauty,5
674,Home,3
675,Electronics,5
676,Clothing,5
677,Beauty,3
678,Clothing,3
679,Electronics,3
680,Clothing,4
681,Clothing,4
682,Clothing,4
683,Clothing,5
684,Beauty,5
685,Beauty,5
686,Clothing,5
687,Clothing,4
688,Beauty,5
689,Home,3
690,Beauty,3
691,Clothing,1
692,Clothing,1
693,Electronics,4
694,Electronics,5
695,Home,4
696,Electronics,3
697,Home,3
698,Electronics,2
699,Electronics,2
700,Beauty,2
701,Electronics,1
702,Home,3
703,Beauty,4
704,Electronics,5
705,Electronics,5
706,Beauty,5
707,Home,3
708,Clothing,5
709,Beauty,4
710,Home,4
711,Beauty,5
712,Home,5
713,Clothing,4
714,Clothing,4
715,Home,3
716,Home,5
717,Clothing,3
718,Clothing,3
719,Clothing,5
720,Beauty,5
721,Electronics,3
722,Clothing,4
723,Home,5
724,Clothing,3
725,Electronics,5
726,Home,3
727,Electronics,4
728,Beauty,1
729,Home,4
730,Beauty,5
731,Home,4
732,Beauty,5
733,Electronics,3
734,Clothing,4
735,Beauty,2
736,Electronics,3
737,Electronics,5
738,Electronics,4
739,Clothing,4
740,Beauty,1
741,Beauty,5
742,Electronics,4
743,Clothing,4
744,Electronics,1
745,Electronics,2
746,Beauty,5
747,Home,3
748,Clothing,4
749,Electronics,1
750,Beauty,4
751,Clothing,3
752,Beauty,5
753,Home,3
754,Beauty,5
755,Clothing,4
756,Electronics,5
757,Clothing,4
758,Beauty,4
759,Beauty,5
760,Clothing,4
761,Beauty,3
762,Home,1
763,Electronics,2
764,Beauty,3
765,Beauty,2
766,Electronics,4
767,Beauty,5
768,Electronics,5
769,Beauty,4
770,Clothing,4
771,Electronics,4
772,Electronics,5
773,Beauty,4
774,Clothing,4
775,Electronics,1
776,Clothing,3
777,Clothing,4
778,Home,3
779,Clothing,5
780,Clothing,3
781,Clothing,4
782,Clothing,4
783,Home,1
784,Home,4
785,Home,3
786,Clothing,4
787,Home,3
788,Clothing,5
789,Beauty,5
790,Clothing,1
791,Beauty,5
792,Electronics,5
793,Clothing,4
794,Electronics,3
795,Electronics,1
796,Beauty,3
797,Beauty,4
798,Beauty,2
799,Clothing,2
800,Home,4
801,Home,4
802,Clothing,3
803,Home,2
804,Home,4
805,Home,4
806,Electronics,4
807,Beauty,4
808,Electronics,4
809,Electronics,4
810,Electronics,4
811,Clothing,1
812,Home,3
813,Beauty,3
814,Beauty,3
815,Electronics,1
816,Beauty,3
817,Clothing,2
818,Electronics,4
819,Beauty,3
820,Electronics,1
821,Electronics,4
822,Beauty,4
823,Electronics,4
824,Clothing,5
825,Beauty,4
826,Electronics,3
827,Clothing,4
828,Electronics,5
829,Electronics,3
830,Home,4
831,Beauty,4
832,Electronics,5
833,Beauty,5
834,Beauty,4
835,Home,5
836,Beauty,4
837,Home,4
838,Home,4
839,Clothing,3
840,Home,5
841,Electronics,3
842,Home,5
843,Beauty,5
844,Electronics,5
845,Electronics,3
846,Clothing,4
847,Electronics,5
848,Home,5
849,Home,3
850,Electronics,4
851,Electronics,4
852,Electronics,5
853,Beauty,5
854,Clothing,5
855,Home,3
856,Clothing,3
857,Beauty,1
858,Home,1
859,Electronics,5
860,Electronics,1
861,Clothing,4
862,Electronics,5
863,Beauty,2
864,Home,1
865,Electronics,5
866,Electronics,4
867,Clothing,3
868,Clothing,5
869,Clothing,1
870,Electronics,4
871,Beauty,4
872,Beauty,4
873,Home,2
874,Electronics,3
875,Clothing,5
876,Clothing,4
877,Home,5
878,Home,4
879,Clothing,4
880,Beauty,5
881,Electronics,3
882,Electronics,5
883,Beauty,3
884,Home,4
885,Clothing,2
886,Clothing,3
887,Home,4
888,Clothing,4
889,Home,4
890,Clothing,5
891,Clothing,5
892,Beauty,3
893,Clothing,1
894,Electronics,4
895,Beauty,5
896,Electronics,4
897,Beauty,2
898,Clothing,4
899,Clothing,1
900,Home,3
901,Beauty,5
902,Home,5
903,Electronics,3
904,Electronics,4
905,Home,5
906,Home,5
907,Clothing,3
908,Electronics,3
909,Beauty,5
910,Home,5
911,Electronics,4
912,Clothing,3
913,Clothing,3
914,Home,2
915,Clothing,5
916,Clothing,5
917,Beauty,3
918,Beauty,4
919,Home,5
920,Beauty,4
921,Electronics,4
922,Beauty,3
923,Beauty,4
924,Beauty,4
925,Clothing,1
926,Beauty,1
927,Clothing,5
928,Electronics,4
929,Home,1
930,Home,3
931,Clothing,2
932,Beauty,5
933,Clothing,3
934,Electronics,4
935,Home,4
936,Electronics,2
937,Clothing,4
938,Beauty,4
939,Beauty,3
940,Clothing,4
941,Electronics,3
942,Clothing,5
943,Clothing,4
944,Clothing,1
945,Home,5
946,Clothing,4
947,Home,5
948,Beauty,4
949,Electronics,4
950,Electronics,4
951,Home,5
952,Home,5
953,Home,4
954,Beauty,4
955,Clothing,3
956,Home,2
957,Home,1
958,Beauty,5
959,Beauty,2
960,Clothing,4
961,Electronics,1
962,Beauty,5
963,Clothing,4
964,Home,4
965,Clothing,5
966,Home,5
967,Home,4
968,Clothing,3
969,Beauty,4
970,Clothing,4
971,Clothing,4
972,Home,1
973,Beauty,3
974,Clothing,5
975,Electronics,4
976,Beauty,5
977,Electronics,4
978,Beauty,2
979,Electronics,4
980,Beauty,1
981,Beauty,4
982,Electronics,1
983,Clothing,2
984,Clothing,2
985,Electronics,4
986,Electronics,4
987,Beauty,4
988,Home,4
989,Clothing,4
990,Electronics,1
991,Electronics,2
992,Home,4
993,Clothing,2
994,Beauty,5
995,Home,4
996,Home,3
997,Clothing,3
998,Electronics,3
999,Clothing,4
1000,Electronics,3
